Epoch,Loss,Time
5,3.686272382736206,5.453746318817139
6,3.6844286918640137,8.051517844200134
7,3.679614782333374,7.177692254384358
8,3.664276599884033,6.753287613391876
9,3.6215081214904785,6.5141676902771
10,3.532087564468384,6.3412628173828125
11,3.4192357063293457,6.947683504649571
12,3.3064324855804443,6.777783364057541
13,3.23842716217041,6.637505345874363
14,3.225212574005127,6.53091025352478
15,3.230952501296997,6.442023515701294
16,3.2413487434387207,6.798677941163381
17,3.240710496902466,6.701878290909987
18,3.2410151958465576,6.618805067879813
19,3.2475674152374268,6.546953090031942
20,3.2439944744110107,7.057775646448135
21,3.242018222808838,7.121932716930614
22,3.2392077445983887,7.03673439555698
23,3.241337537765503,6.959195601312738
24,3.2417709827423096,6.88475114107132
25,3.2420241832733154,6.821142855144682
26,3.242976427078247,6.883798209103671
27,3.2416577339172363,6.821182178414387
28,3.2421391010284424,6.766638865073522
29,3.241689920425415,6.716918697357178
30,3.242027759552002,6.66884998174814
31,3.2427711486816406,6.729118082258436
32,3.2427613735198975,6.686602881976536
33,3.242774248123169,6.645594481764169
34,3.2426657676696777,6.6106819152832035
35,3.2421507835388184,6.575191159402171
36,3.2427945137023926,6.630518935620785
37,3.242769241333008,6.596200314435092
38,3.242238998413086,6.56460354608648
39,3.2436318397521973,6.535218259266444
40,3.2442944049835205,6.747571501466963
41,3.2448182106018066,6.7884472060847925
42,3.244814157485962,6.754810653234783
43,3.2441515922546387,6.722392326746231
44,3.243992328643799,6.691526156663895
45,3.2428557872772217,6.662579385245719
46,3.243124008178711,6.698169980730329
47,3.242835521697998,6.669433931971705
48,3.242922306060791,6.643155634403229
49,3.242626667022705,6.6167771498362224
50,3.242133617401123,6.591548448023588
51,3.2425692081451416,6.625140692325348
52,3.2421553134918213,6.601242765784264
53,3.2422525882720947,6.57806167310598
54,3.242299795150757,6.554634971618652
55,3.2418394088745117,6.532782596700332
56,3.2419960498809814,6.564594300893637
57,3.2421741485595703,6.543920881343338
58,3.242403268814087,6.526013043191698
59,3.242525339126587,6.50848500511863
60,3.2412149906158447,6.605091069425855
61,3.2415337562561035,6.637944150389287
62,3.2419991493225098,6.617689695851556
63,3.242067575454712,6.599145153821525
64,3.24166202545166,6.579854353268941
65,3.2421019077301025,6.561749098730869
66,3.2423160076141357,6.592096978618253
67,3.2421205043792725,6.575107362535265
68,3.2419631481170654,6.559049911797047
69,3.2423763275146484,6.542468753227821
70,3.242682456970215,6.526189132170244
71,3.242565155029297,6.55354325451068
72,3.242469549179077,6.539234350709354
73,3.2424662113189697,6.524573792581973
74,3.243055820465088,6.509611899512155
75,3.2428348064422607,6.496470934908155
76,3.242682695388794,6.523910353581111
77,3.243650197982788,6.510482912194239
78,3.243051290512085,6.497203095539196
79,3.2380504608154297,6.484031089146932
80,3.2420096397399902,6.554901995156941
81,3.2423200607299805,6.580414607927397
82,3.2423160076141357,6.567147655364795
83,3.242238998413086,6.552889383291896
84,3.242140293121338,6.539494836330414
85,3.241885185241699,6.526978036503733
86,3.2416090965270996,6.549085076262311
87,3.2412381172180176,6.536318850804524
88,3.2417173385620117,6.5241190280233115
89,3.241658926010132,6.5120628497179815
90,3.241642713546753,6.500545429628949
91,3.2415616512298584,6.522893195864798
92,3.2403035163879395,6.5115856528282166
93,3.241715431213379,6.499382037794992
94,3.2424216270446777,6.487801898850335
95,3.242147445678711,6.4758033490442966
96,3.24223256111145,6.495779198148976
97,3.241966485977173,6.484412277898481
98,3.2420592308044434,6.473823983618554
99,3.241950750350952,6.46245584487915
100,3.2413265705108643,6.506682795782884
101,3.2412936687469482,6.528671770980678
102,3.2417478561401367,6.517487163446387
103,3.241502046585083,6.506199068493313
104,3.2418246269226074,6.4953797554969785
105,3.242177963256836,6.484981466047834
106,3.2420291900634766,6.504867577085308
107,3.242100715637207,6.4945906921497825
108,3.242295980453491,6.484477529158959
109,3.2424044609069824,6.475178934278942
110,3.241907835006714,6.465214693321372
111,3.2422661781311035,6.504358432003271
112,3.2423055171966553,6.495588631541641
113,3.2422099113464355,6.4869368054451195
114,3.2422430515289307,6.478358752077276
115,3.2422635555267334,6.470076047622405
116,3.24212646484375,6.488234994666917
117,3.2424278259277344,6.478794910211478
118,3.241931676864624,6.470480586353101
119,3.2415530681610107,6.4624055199001145
120,3.241584062576294,6.486296976434773
121,3.241630792617798,6.500584557525113
122,3.2412216663360596,6.491860597820605
123,3.2383668422698975,6.482672168427155
124,3.2415871620178223,6.474816991885503
125,3.2414939403533936,6.466840992289141
126,3.241333246231079,6.481803755291173
127,3.2400875091552734,6.473288607791187
128,3.2412912845611572,6.46530657622122
129,3.2408320903778076,6.457337533950805
130,3.2409143447875977,6.450112834809318
131,3.2413651943206787,6.464064427248136
132,3.2414183616638184,6.456342795863748
133,3.241050958633423,6.4483508583187135
134,3.2413814067840576,6.440642364208514
135,3.241379499435425,6.433800105830185
136,3.2413156032562256,6.447620565241033
137,3.2413721084594727,6.440285899585351
138,3.2410645484924316,6.432820679536507
139,3.241074562072754,6.425480286280314
140,3.24104642868042,6.446065357502769
141,3.2417407035827637,6.459557721214573
142,3.2415547370910645,6.452398796012436
143,3.241821765899658,6.445639869292005
144,3.2416868209838867,6.438949014459338
145,3.2417707443237305,6.4322126148440315
146,3.2411649227142334,6.444788143668376
147,3.2420005798339844,6.437680644588871
148,3.241770029067993,6.430588276849853
149,3.241910457611084,6.423560265837045
150,3.2417244911193848,6.416784201582817
151,3.241696834564209,6.428968207365801
152,3.241792678833008,6.421721600197457
153,3.2419025897979736,6.415616640308559
154,3.242178201675415,6.408709758122762
155,3.2419450283050537,6.402361432448128
156,3.2419071197509766,6.4155883114588885
157,3.242036819458008,6.409452600416794
158,3.241764783859253,6.40293690291318
159,3.241541862487793,6.396392048558881
160,3.2407286167144775,6.411846075302515
161,3.240709066390991,6.423856666892957
162,3.240577220916748,6.416649584528766
163,3.2407145500183105,6.410415394501117
164,3.240673780441284,6.403717964887619
165,3.240726947784424,6.3971580392825675
166,3.2407290935516357,6.408984644913379
167,3.2405993938446045,6.403137679480336
168,3.2407538890838623,6.397274550868244
169,3.240738868713379,6.391876330520168
170,3.2407736778259277,6.386156380894673
171,3.2407634258270264,6.397787448174939
172,3.2409493923187256,6.391521380061195
173,3.24076771736145,6.385927870428774
174,3.240922212600708,6.380182649107541
175,3.2407994270324707,6.373989411961962
176,3.240870952606201,6.385430240353872
177,3.24096417427063,6.3799126740824965
178,3.240816116333008,6.37456074117244
179,3.240628957748413,6.369100407191685
180,3.2399535179138184,6.386698749932376
181,3.2402420043945312,6.398686761909959
182,3.2399113178253174,6.393626373805357
183,3.2398102283477783,6.388733505536724
184,3.2399632930755615,6.383857601218754
185,3.2411015033721924,6.3793284537383865
186,3.2407138347625732,6.391642560015668
187,3.240502119064331,6.386679311919082
188,3.2407302856445312,6.381649477326351
189,3.2405941486358643,6.376880668949436
190,3.2412259578704834,6.372120395783456
191,3.2413058280944824,6.383336235495174
192,3.241356372833252,6.37867160934083
193,3.2403526306152344,6.3739133423598355
194,3.241065263748169,6.36910856272045
195,3.242539882659912,6.3643439352824425
196,3.2410833835601807,6.375191155821085
197,3.2412307262420654,6.370328936552137
198,3.2411506175994873,6.36552499004246
199,3.241516590118408,6.360968583669418
200,3.2404351234436035,6.365760637789356
201,3.240715980529785,6.377171429280702
202,3.2403547763824463,6.372296176775538
203,3.240670919418335,6.367452492066963
204,3.240476608276367,6.363131545782089
205,3.2405478954315186,6.3586473714059855
206,3.240201950073242,6.370273232460022
207,3.2405738830566406,6.366094521113804
208,3.2404959201812744,6.362625153625713
209,3.240283966064453,6.358786772518624
210,3.2405929565429688,6.354841239244035
211,3.2404699325561523,6.366292521573495
212,3.240360736846924,6.362289147881361
213,3.240438222885132,6.35845247296055
214,3.2404918670654297,6.354461649485997
215,3.2404472827911377,6.35028395381584
216,3.2404544353485107,6.361488938331604
217,3.2405858039855957,6.357403555946171
218,3.240642547607422,6.353332128480216
219,3.2405991554260254,6.349398448855378
220,3.2401514053344727,6.354182763232125
221,3.2403018474578857,6.364306052159604
222,3.2403929233551025,6.359954727899044
223,3.2401936054229736,6.355620162127769
224,3.2400760650634766,6.351488981463692
225,3.2402656078338623,6.347199277101059
226,3.240212917327881,6.357620101791245
227,3.240196704864502,6.3532332358338905
228,3.2403178215026855,6.349239132234028
229,3.240178108215332,6.345190815395779
230,3.240291118621826,6.34136207546808
231,3.2402238845825195,6.351052531061718
232,3.240305185317993,6.347064898725142
233,3.240165948867798,6.34289123710066
234,3.2401018142700195,6.3388164230014965
235,3.2402446269989014,6.335005975904918
236,3.240109920501709,6.344512512971615
237,3.2403812408447266,6.340822575941618
238,3.2402491569519043,6.336773415915986
